31.28720844,0.62518909,0.31505994,32.73489858,-0.02783089,-0.0195681
31.36351823,0.56575546,0.22030031,31.42496461,0.30081385,0.02183933
30.32028519,0.60805232,0.18355811,30.39473895,0.61786209,0.15598308
31.01912533,0.61546098,0.29443112,31.39107857,0.22092629,0.28327846
31.31282595,0.67330378,0.22537172,33.03999298,0.48283751,-0.07105024
32.66838303,0.69997189,0.32730673,33.4427223,0.37588283,0.32026786
34.66976458,0.68429288,0.17230329,34.20643569,0.46746549,0.00577398
34.76925929,0.43980615,0.10057611,31.57168628,0.4963006,0.07454044
33.8439422,0.43586891,0.20728418,,,
34.10135423,0.4508643,0.25590788,,,
32.03179109,0.48532565,0.12345042,,,
32.69285207,0.52537695,0.27179534,,,
33.27538468,0.49358706,0.23269337,,,
33.83760751,0.44743214,0.08936653,,,
34.19687588,0.36317618,0.03119341,,,
34.523667,0.40810911,-0.05948266,,,
35.85998378,0.49663801,0.43924734,,,
35.26789009,0.38189717,-0.08019173,,,
35.04548782,0.47146514,0.11456727,,,
31.80513523,0.48041596,0.19219989,,,
30.76850109,0.52226969,0.21535046,,,
31.37174761,0.51927164,0.08426593,,,
31.69969723,0.57174805,0.20177445,,,
32.81241616,0.14842601,-0.13055114,,,
34.43942029,0.51926891,0.38993811,,,
31.79433693,0.47272134,0.04113588,,,
30.09471497,0.479064,0.15946848,,,
29.3328735,0.64469257,0.18853288,,,
30.16678539,0.49472127,0.02940143,,,
