31.28720844,0.48311357,32.73489858,0.09586287
31.36351823,0.4276737,31.42496461,0.39365359
30.32028519,0.38308086,30.39473895,0.31677322
31.01912533,0.50876609,31.39107857,0.58775954
31.31282595,0.42419629,33.03999298,0.37385699
32.66838303,0.55899975,33.4427223,0.437536
34.66976458,0.59983182,34.20643569,0.56197364
34.76925929,0.49245913,31.57168628,0.28371237
33.8439422,0.51783825,,
34.10135423,0.43678122,,
32.03179109,0.3127748,,
32.69285207,0.52249606,,
33.27538468,0.56914768,,
33.83760751,0.34950058,,
34.19687588,0.52201937,,
34.523667,0.66527016,,
35.85998378,0.73190537,,
35.26789009,0.73845006,,
35.04548782,0.65414271,,
31.80513523,0.3735346,,
30.76850109,0.35501415,,
31.37174761,0.3469676,,
31.69969723,0.36976998,,
32.81241616,0.57458667,,
34.43942029,0.61774213,,
31.79433693,0.13051132,,
30.09471497,0.31923508,,
29.3328735,0.52782532,,
30.16678539,0.6665354,,
