7.1,,-36.3,-73.3,100,42
7.8,,,,100,54
8.7,,-41.5,-76.5,,
9.2,,,,65,47
10,31470,-42.5,-77.5,75,41
10.6,,,,85,34
12.3,,,,100,36
13.1,,-46.7,-80.7,,
13.2,,,,85,36
13.8,,,,115,40
14.3,,,,85,39
15.8,,,,75,40
16.5,,,,65,34
16.6,,-45.9,-79.9,,
17.4,,,,80,30
17.7,,,,100,29
18.2,,,,80,31
18.9,,,,80,26
20,26860,-48.1,-81.1,70,31
20.4,,,,65,30
21.2,,,,85,30
22.6,,,,60,32
23.1,,,,70,29
23.7,,,,110,32
24.3,,,,90,28
25.1,,,,120,31
26.7,,,,75,31
29.3,,,,85,31
30,24230,-54.9,-85.9,75,28
31.6,,-56.1,-87.1,85,19
32.2,,,,100,25
33.5,,,,80,33
36.6,,,,70,26
38.5,,,,100,30
39.5,,,,75,31
40.9,,,,115,27
41.7,,,,85,25
43,,,,90,28
47.7,,,,65,27
48.7,,-57.9,-87.9,,
50,20990,-59.1,-89.1,85,24
50.4,,,,90,25
62.1,,,,75,27
64,,,,115,24
64.8,,,,90,21
69.3,,,,70,25
70,18920,-67.1,-94.1,70,23
70.1,,-67.1,-94.1,,
73.2,,,,80,24
77.1,,,,70,33
78.6,,-65.5,-93.5,,
84.4,,,,40,21
86.6,,,,60,17
89,,,,110,18
90.2,,,,65,19
91.5,,,,45,24
92.2,,-68.9,-95.9,45,25
92.3,,-68.9,-95.9,,
99.1,,,,60,29
100,16770,-66.3,-94.3,55,29
110,,-63.9,-91.9,,
123,,,,345,18
127,,,,345,10
128,,,,275,3
130,,,,330,11
132,,,,330,16
142,,,,270,5
148,,-64.7,-82.7,250,10
150,14300,-64.1,-81.1,260,9
158,,,,310,12
165,,,,285,18
183,,,,265,30
195,,-53.5,-61.5,,
200,12490,-52.1,-61.1,270,27
214,,,,280,19
218,,,,245,17
223,,,,300,17
235,,,,355,14
246,,,,20,6
250,11010,-40.5,-71.5,45,10
256,,,,55,14
260,,-37.9,-57.9,,
263,,,,100,17
271,,,,110,24
298,,,,115,29
300,9740,-30.7,-54.7,115,29
320,,-26.5,-50.5,,
332,,-24.9,-32.9,,
347,,-22.1,-46.1,,
354,,,,90,31
380,,-16.5,-36.5,,
385,,-16.1,-28.1,,
400,7630,-13.5,-31.5,100,27
416,,-10.9,-32.9,,
417,,,,110,25
429,,,,85,21
445,,,,80,22
454,,-6.3,-35.3,,
458,,,,95,19
470,,-6.5,-14.5,,
477,,-5.3,-20.3,,
482,,,,75,20
491,,,,90,24
500,5890,-3.5,-15.5,85,21
508,,,,85,20
531,,-0.5,-11.5,,
538,,,,105,14
589,,2.6,1,85,15
600,,,,95,13
605,,4.2,-0.8,,
619,,,,100,15
628,,5.4,3.7,,
631,,,,95,12
650,,,,120,10
665,,,,105,7
667,,8.4,4,,
700,3160,9.8,7.3,100,9
714,,10.2,8.5,,
765,,,,140,10
800,,,,130,6
805,,16.2,10.2,,
850,1519,19,14.6,70,7
869,,19.6,17.5,,
875,,,,90,3
900,,,,170,11
905,,,,180,15
914,,,,180,1
915,,,,0,0
917,,,,360,1
925,784,24,17,335,1
971,,27.8,16.8,,
1000,94,29,20,305,2
1002,,28.6,19.6,,
1003,,30.2,22.2,0,0
